crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
POTATO,200600046,,,,PVP,2010,Cygnet Potato Breeders Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabaret. 89-a62-2. POTATO,2010,,,,potato,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600046.pdf,,,,,,19
POTATO,200600047,,,,PVP,2012,"Frito-Lay North America, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL 2101. 1999 136.01. POTATO,2010,,,,potato,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600047.pdf,,,,,,19
BIG BLUESTEM,200600048,,,,PVP,2013,The United States Government as represented by the Secretary of Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldmine. Kaw C3. BIG BLUESTEM,2010,,,,forage,forage,forage,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600048.pdf,,,,,,19
BIG BLUESTEM,200600049,,,,PVP,2013,The United States Government as represented by the Secretary of Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonanza. Pawnee C3. BIG BLUESTEM,2010,,,,forage,forage,forage,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600049.pdf,,,,,,19
GARDEN BEAN,200600051,,,,PVP,2007,"Syngenta Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAYTON. NA. GARDEN BEAN,2010,,,,garden bean,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600051.pdf,,,,,,19
GARDEN BEAN,200600052,,,,PVP,2007,"Syngenta Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENEGADE. NA. GARDEN BEAN,2010,,,,garden bean,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600052.pdf,,,,,,19
GARDEN BEAN,200600053,,,,PVP,2007,"Syngenta Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAYDEN. NA. GARDEN BEAN,2010,,,,garden bean,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600053.pdf,,,,,,19
PEPPER,200600054,,,,PVP,2009,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBR 99-1165. NA. PEPPER,2010,,,,pepper,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600054.pdf,,,,,,19
SOYBEAN,200600055,,,,PVP,2007,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083011. C00-114605 RR. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600055.pdf,,,,,,19
FIELD BEAN,200600056,,,,PVP,2007,Archer Daniels Midland Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seabiskit. N128420. FIELD BEAN,2010,,,,beanfield,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600056.pdf,,,,,,19
LETTUCE,200600057,,,,PVP,2008,Nunhems B.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multy. Nun 9005 LT. LETTUCE,2010,,,,lettuce,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600057.pdf,,,,,,19
LETTUCE,200600058,,,,PVP,2009,Syngenta Crop Protection AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victory. PX1502. LETTUCE,2010,,,,lettuce,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600058.pdf,,,,,,19
PEANUT,200600059,,,,PVP,2007,"University of Georgia Research Foundation, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia-05E. GA 002506. PEANUT,2010,,,,peanut,peanut,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600059.pdf,,,,,,19
"WHEAT, COMMON",200600060,,,,PVP,2006,Minnesota Agricultural Experiment Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulen. MN97803-A. WHEAT, COMMON",2010,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600060.pdf,,,,,,19
"WHEAT, COMMON",200600061,,,,PVP,2006,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trooper. CA-901-735. WHEAT, COMMON",2010,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600061.pdf,,,,,,19
"WHEAT, COMMON",200600063,,,,PVP,2006,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ledger. BZ9W96-788-d. WHEAT, COMMON",2010,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600063.pdf,,,,,,19
GARDEN BEAN,200600064,,,,PVP,2008,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretariat. XP 08120691. GARDEN BEAN,2010,,,,garden bean,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600064.pdf,,,,,,19
TOBACCO,200600065,,,,PVP,2007,"Speight Seed Farms, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speight 220. Speight 22. TOBACCO,2010,,,,tobacco,tobacco,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600065.pdf,,,,,,19
SOYBEAN,200600066,,,,PVP,2007,Delta and Pine Land Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486018. J00-2392 RR. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600066.pdf,,,,,,19
SOYBEAN,200600067,,,,PVP,2007,Delta and Pine Land Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4189010. C99-071420. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600067.pdf,,,,,,19
KENTUCKY BLUEGRASS,200600068,,,,PVP,2010,"Pure-Seed Testing, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prosperity. PST-Y2K-59. KENTUCKY BLUEGRASS,2010,,,,forage,forage,forage,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600068.pdf,,,,,,19
CHICORY,200600069,,,,PVP,2012,Oregon Wholesale Seed Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFI 200. TFI 200. CHICORY,2010,,,,chicory,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600069.pdf,,,,,,19
PEANUT,200600070,,,,PVP,2006,"North Carolina State University 
U.S. Government as represented by the Secretary of Agriculture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips. N98003. PEANUT,2010,,,,peanut,peanut,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600070.pdf,,,,,,19
PEANUT,200600071,,,,PVP,2006,"North Carolina State University 
U.S. Government as represented by the Secretary of Agriculture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brantley. N00090ol. PEANUT,2010,,,,peanut,peanut,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600071.pdf,,,,,,19
SOYBEAN,200600072,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91M30. XB13T05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600072.pdf,,,,,,19
SOYBEAN,200600073,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91M61. YB17P05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600073.pdf,,,,,,19
SOYBEAN,200600074,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M02. XB21S05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600074.pdf,,,,,,19
SOYBEAN,200600075,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M03. XB20D05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600075.pdf,,,,,,19
SOYBEAN,200600076,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M33. XB22H05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600076.pdf,,,,,,19
SOYBEAN,200600077,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M51. XB25C05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600077.pdf,,,,,,19
SOYBEAN,200600078,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M52. XB26T05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600078.pdf,,,,,,19
SOYBEAN,200600079,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M73. XB26V05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600079.pdf,,,,,,19
SOYBEAN,200600080,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M74. XB26U05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600080.pdf,,,,,,19
SOYBEAN,200600081,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92M75. XB28F05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600081.pdf,,,,,,19
SOYBEAN,200600082,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93M13. XB31W05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600082.pdf,,,,,,19
SOYBEAN,200600083,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93M43. XB34A05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600083.pdf,,,,,,19
SOYBEAN,200600084,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93M52. XB35K05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600084.pdf,,,,,,19
SOYBEAN,200600085,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93M81. XB38T05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600085.pdf,,,,,,19
SOYBEAN,200600086,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93M82. XB39N05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600086.pdf,,,,,,19
SOYBEAN,200600087,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93M95. XB40D05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600087.pdf,,,,,,19
SOYBEAN,200600088,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93M96. XB40E05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600088.pdf,,,,,,19
SOYBEAN,200600089,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94M31. XB43D05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600089.pdf,,,,,,19
SOYBEAN,200600090,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95M60. XB57T05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600090.pdf,,,,,,19
SOYBEAN,200600091,,,,PVP,2007,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95M82. XB58K05. SOYBEAN,2010,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600091.pdf,,,,,,19
"CORN, FIELD",200600092,,,,PVP,2009,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NP2405. NA. CORN, FIELD",2010,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600092.pdf,,,,,,19
"CORN, FIELD",200600093,,,,PVP,2009,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NP2414. NA. CORN, FIELD",2010,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600093.pdf,,,,,,19
"CORN, FIELD",200600094,,,,PVP,2009,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NP2482. NA. CORN, FIELD",2010,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600094.pdf,,,,,,19
"CORN, FIELD",200600095,,,,PVP,2009,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NP2536. NA. CORN, FIELD",2010,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600095.pdf,,,,,,19
"CORN, FIELD",200600096,,,,PVP,2009,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NP2546. NA. CORN, FIELD",2010,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600096.pdf,,,,,,19
GARDEN BEAN,200600097,,,,PVP,2008,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALENTINO. XP 15321397. GARDEN BEAN,2010,,,,garden bean,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600097.pdf,,,,,,19
POTATO,200600098,,,,PVP,2010,Texas Agricultural Experiment Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rio Rojo. NDTX4304-1R. POTATO,2010,,,,potato,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600098.pdf,,,,,,19
SPINACH,200600099,,,,PVP,2010,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSA661041. NA. SPINACH,2010,,,,spinach,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/200600099.pdf,,,,,,19
