crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
RYEGRASS,009200050,,,,PVP,1996,"Forbes Seed and Grain, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Star. WVPB-AR-2. RYEGRASS,2000,,,,forage,forage,forage,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200050.pdf,,,,,,3
LETTUCE,009200051,,,,PVP,1992,"Orsetti Seed Company, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Red Leaf. NA. LETTUCE,1990,,,,lettuce,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200051.pdf,,,,,,3
GARDEN BEAN,009200052,,,,PVP,1992,"Syngenta Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jade. GB45-1-3-1. GARDEN BEAN,1990,,,,garden bean,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200052.pdf,,,,,,3
"PEA, FIELD",009200053,,,,PVP,1992,"Syngenta Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SL 173. SP 173B-3-1. PEA, FIELD",1990,,,,pea,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200053.pdf,,,,,,3
COTTON,009200054,,,,PVP,1994,Bayer CropScience LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoneville 324. NA. COTTON,1990,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200054.pdf,,,,,,3
SOYBEAN,009200055,,,,PVP,1992,FFR Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFR 253. 16706. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200055.pdf,,,,,,3
SOYBEAN,009200056,,,,PVP,1994,FFR Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFR 299. 16101. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200056.pdf,,,,,,3
SOYBEAN,009200057,,,,PVP,1994,FFR Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFR 343. 16103. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200057.pdf,,,,,,3
SOYBEAN,009200058,,,,PVP,1994,FFR Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FFR 373. 16373. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200058.pdf,,,,,,3
"CORN, FIELD",009200059,,,,PVP,1993,"United AgriSeeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CS405. 410N0001.23B; 4RC405. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200059.pdf,,,,,,3
"CORN, FIELD",009200060,,,,PVP,1993,"United AgriSeeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MQ305. 141-36.22131. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200060.pdf,,,,,,3
"CORN, FIELD",009200062,,,,PVP,1993,"United AgriSeeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OQ101. OLK81.ND246-122B. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200062.pdf,,,,,,3
"CORN, FIELD",009200063,,,,PVP,1993,"United AgriSeeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OQ403. K1-K81-336-1A31B. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200063.pdf,,,,,,3
"CORN, FIELD",009200064,,,,PVP,1993,"United AgriSeeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OS602. CM105-K1-611B. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200064.pdf,,,,,,3
KENTUCKY BLUEGRASS,009200065,,,,PVP,1992,Saatzucht Steinach GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supranova. NA. KENTUCKY BLUEGRASS,1990,,,,forage,forage,forage,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200065.pdf,,,,,,3
PEANUT,009200066,,,,PVP,1996,"Golden Peanut Company, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127. NA. PEANUT,2000,,,,peanut,peanut,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200066.pdf,,,,,,3
"CLOVER, RED",009200068,,,,PVP,1995,"International Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renegade. HK or KM. CLOVER, RED",2000,,,,forage,forage,forage,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200068.pdf,,,,,,3
FIELD BEAN,009200069,,,,PVP,1992,"Gen-Tec Seeds, Limited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foxfire. RB88702. FIELD BEAN,1990,,,,beanfield,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200069.pdf,,,,,,3
SOYBEAN,009200070,,,,PVP,1994,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DP 3627. DPX 3526. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200070.pdf,,,,,,3
"WHEAT, COMMON",009200071,,,,PVP,1993,"HybriTech Seed International, Inc. - Monsanto Company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mallard. E86-5941. WHEAT, COMMON",1990,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200071.pdf,,,,,,3
"WHEAT, COMMON",009200072,,,,PVP,1994,"HybriTech Seed International, Inc. - Monsanto Company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Savannah. ABI 89-86. WHEAT, COMMON",1990,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200072.pdf,,,,,,3
"WHEAT, COMMON",009200073,,,,PVP,1994,"HybriTech Seed International, Inc. - Monsanto Company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sawyer. SW85-81. WHEAT, COMMON",1990,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200073.pdf,,,,,,3
SOYBEAN,009200074,,,,PVP,1994,Maryland Agricultural Experiment Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corsica. Md 85-5443. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200074.pdf,,,,,,3
SOYBEAN,009200075,,,,PVP,1994,Maryland Agricultural Experiment Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manokin. Md 83-5008. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200075.pdf,,,,,,3
SOYBEAN,009200076,,,,PVP,1995,Kansas Agricultural Experiment Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS4390. K1119. SOYBEAN,2000,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200076.pdf,,,,,,3
SOYBEAN,009200077,,,,PVP,1994,Kansas Agricultural Experiment Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS5292. K81-27-278. SOYBEAN,1990,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200077.pdf,,,,,,3
"CORN, FIELD",009200078,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHBA6. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200078.pdf,,,,,,3
"CORN, FIELD",009200079,,,,PVP,1993,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHBW8. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200079.pdf,,,,,,3
"CORN, FIELD",009200080,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHDD6. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200080.pdf,,,,,,3
"CORN, FIELD",009200081,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHGG7. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200081.pdf,,,,,,3
"CORN, FIELD",009200082,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHGV6. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200082.pdf,,,,,,3
"CORN, FIELD",009200083,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHGW7. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200083.pdf,,,,,,3
"CORN, FIELD",009200084,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHHV4. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200084.pdf,,,,,,3
"CORN, FIELD",009200085,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHK74. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200085.pdf,,,,,,3
"CORN, FIELD",009200086,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHN18. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200086.pdf,,,,,,3
"CORN, FIELD",009200087,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHP85. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200087.pdf,,,,,,3
"CORN, FIELD",009200088,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHPR5. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200088.pdf,,,,,,3
"CORN, FIELD",009200089,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHR30. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200089.pdf,,,,,,3
"CORN, FIELD",009200090,,,,PVP,1993,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHR31. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200090.pdf,,,,,,3
"CORN, FIELD",009200091,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHT47. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200091.pdf,,,,,,3
"CORN, FIELD",009200092,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHT69. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200092.pdf,,,,,,3
"CORN, FIELD",009200093,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHT73. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200093.pdf,,,,,,3
"CORN, FIELD",009200094,,,,PVP,1993,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHTM9. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200094.pdf,,,,,,3
"CORN, FIELD",009200095,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHV53. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200095.pdf,,,,,,3
"CORN, FIELD",009200096,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHVA9. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200096.pdf,,,,,,3
"CORN, FIELD",009200097,,,,PVP,1992,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PHWG5. NA. CORN, FIELD",1990,,,,corn,corn,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200097.pdf,,,,,,3
"PEA, FIELD",009200100,,,,PVP,1992,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Epic. XP F237. PEA, FIELD",1990,,,,pea,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200100.pdf,,,,,,3
"PEA, FIELD",009200101,,,,PVP,1992,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arise. XP F232. PEA, FIELD",1990,,,,pea,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200101.pdf,,,,,,3
"PEA, FIELD",009200102,,,,PVP,1992,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Encore. XP F256. PEA, FIELD",1990,,,,pea,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200102.pdf,,,,,,3
"PEA, FIELD",009200104,,,,PVP,1993,"Seminis Vegetable Seeds, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lazor. XP F239. PEA, FIELD",1990,,,,pea,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009200104.pdf,,,,,,3
