crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
rye,9451776,"Herbicidal compositions containing (a) fluroxypyr or an agriculturally acceptable salt or ester thereof and (b) flumetsulam or an agriculturally acceptable salt thereof provide synergistic herbicidal control of undesirable vegetation, e.g., in wheat, barley, oats, rye, sugarcane, rice, sorghum, corn/maize, soybean, rice, sunflower, canola/oilseed rape, sugarcane, sorghum, cotton, pastures, grasslands, rangelands, fallowland, turf, tree and vine orchards, industrial vegetation management and rights-of-way; or crops comprising an aad-12 gene. Also provided herein are methods of using herbicidal compositions containing (a) fluroxypyr or an agriculturally acceptable salt or ester thereof and (b) flumetsulam or an agriculturally acceptable salt thereof.",2016-09-27,Herbicidal compositions comprising fluroxypyr and flumetsulam,utility,2016,Dow AgroSciences LLC,14853678,14/853678,2009/20090215797] 2011/20110203017] NA,18] NA,18097] NA,US] NA,-86.1583] NA,39.7683] NA,Indianapolis] NA,1250] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,"Preservation of bodies of humans or animals or plants or parts thereof ; biocides, e.g. as disinfectants, as pesticides or as herbicides ; pest repellants or attractants; plant growth regulators",A01N,0] 1] NA,A01N43/90] A01N43/40,"Biocides, pest repellants or attractants, or plant growth regulators containing heterocyclic compounds -having two or more relevant hetero rings, condensed among themselves or with a common carbocyclic ring system] Biocides, pest repellants or attractants, or plant growth regulators containing heterocyclic compounds -having rings with one nitrogen atom as the only ring hetero atom-six-membered rings",23008] 6372,149455] 38713,7md768j0c40ita24nb1z14nb9,c3f7c77599f860559188bcaa6c6ce148] 06b889a8dd690c3f81100638bda8b8be,NA,NA,NA,NA,NA,NA,"Herbicidal compositions containing (a) fluroxypyr or an agriculturally acceptable salt or ester thereof and (b) flumetsulam or an agriculturally acceptable salt thereof provide synergistic herbicidal control of undesirable vegetation, e.g., in wheat, barley, oats, rye, sugarcane, rice, sorghum, corn/maize, soybean, rice, sunflower, canola/oilseed rape, sugarcane, sorghum, cotton, pastures, grasslands, rangelands, fallowland, turf, tree and vine orchards, industrial vegetation management and rights-of-way; or crops comprising an aad-12 gene. Also provided herein are methods of using herbicidal compositions containing (a) fluroxypyr or an agriculturally acceptable salt or ester thereof and (b) flumetsulam or an agriculturally acceptable salt thereof.. Herbicidal compositions comprising fluroxypyr and flumetsulam",2020,,,,rye,rye,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9451776,train,0,known,,,67
soybean cyst nematode,9464330,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.",2016-10-11,Genetic loci associated with soybean cyst nematode resistance and methods of use,utility,2016,"PIONEER HI-BRED INTERNATIONAL, INC.",13786948,13/786948,2002/20020144310] 2004/20040031072] 2009/20090100537] 2011/20110083234] 2007/20070083945] NA,19] NA,19127] NA,US] NA,-92.9123] NA,42.0443] NA,Marshalltown] NA,5594] NA,NA,NA,inventional] additional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing] Biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,"New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques] Measuring or testing processes involving enzymes, nucleic acids or microorganisms ; compositions or test papers therefor; processes of preparing such compositions; condition-responsive control in microbiological or enzymological processes",A01H] C12Q,1] 0] 2] NA,A01H1/04] C12Q1/6895] C12Q2600/156,"Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Processes of selection ; involving genotypic or phenotypic markers; Methods of using phenotypic markers for selection] Measuring or testing processes involving enzymes, nucleic acids or microorganisms ; Compositions therefor; Processes of preparing such compositions-involving nucleic acids-Nucleic acid products used in the analysis of nucleic acids, e.g. primers or probes-for detection or identification of organisms-for plants, fungi or algae] Oligonucleotides characterized by their use-Polymorphic or mutational markers",23008] 22479] 1132] 8719,149455] 167138] 18044] 51998,9080tslw0tyrtmy6zxwzkbn93] m0iju8ax8nmswyv77pc9plkno,NA,NA,NA,NA,NA,NA,NA,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.. Genetic loci associated with soybean cyst nematode resistance and methods of use",2020,,,,,,,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9464330,test,0,known,0.108656026422977,0,67
soybeancystnematode,9464330,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.",2016-10-11,Genetic loci associated with soybean cyst nematode resistance and methods of use,utility,2016,"PIONEER HI-BRED INTERNATIONAL, INC.",13786948,,,19,,US,-93.1514,41.9395,,5391,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,1,A01H1/04,Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Processes of selection ; involving genotypic or phenotypic markers; Methods of using phenotypic markers for selection,21598,145170,"9080tslw0tyrtmy6zxwzkbn93, m0iju8ax8nmswyv77pc9plkno",NA,,,,,,,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.. Genetic loci associated with soybean cyst nematode resistance and methods of use",2020,Pioneer,1043,"47479, 239159, 397790, 425539, 975309, 1006912, 1555876, 3010356, 3017202, 3326983",soybeancystnematode,soybeancystnematode,pest,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9464330,train,0,known,,,67
soybeancystnematode,9464330,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.",2016-10-11,Genetic loci associated with soybean cyst nematode resistance and methods of use,utility,2016,"PIONEER HI-BRED INTERNATIONAL, INC.",13786948,,,19,,US,-93.1514,41.9395,,5391,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,1,A01H1/04,Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Processes of selection ; involving genotypic or phenotypic markers; Methods of using phenotypic markers for selection,21598,145170,"9080tslw0tyrtmy6zxwzkbn93, m0iju8ax8nmswyv77pc9plkno",NA,,,,,,,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.. Genetic loci associated with soybean cyst nematode resistance and methods of use",2020,Pioneer,1043,"47479, 239159, 397790, 425539, 975309, 1006912, 1555876, 3010356, 3017202, 3326983",soybeancystnematode,soybeancystnematode,pest,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9464330,train,0,known,,,67
soybeancystnematode,9464330,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.",2016-10-11,Genetic loci associated with soybean cyst nematode resistance and methods of use,utility,2016,"PIONEER HI-BRED INTERNATIONAL, INC.",13786948,,,19,,US,-93.1514,41.9395,,5391,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,1,A01H1/04,Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Processes of selection ; involving genotypic or phenotypic markers; Methods of using phenotypic markers for selection,21598,145170,"9080tslw0tyrtmy6zxwzkbn93, m0iju8ax8nmswyv77pc9plkno",NA,,,,,,,"Various methods and compositions are provided for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode. In certain embodiments, the method comprises detecting at least one marker locus that is associated with resistance to soybean cyst nematode. In other embodiments, the method further comprises detecting at least one marker profile or haplotype associated with resistance to soybean cyst nematode. In further embodiments, the method comprises crossing a selected soybean plant with a second soybean plant. Further provided are markers, primers, probes and kits useful for identifying and/or selecting soybean plants or soybean germplasm with improved resistance to soybean cyst nematode.. Genetic loci associated with soybean cyst nematode resistance and methods of use",2020,Pioneer,1043,"47479, 239159, 397790, 425539, 975309, 1006912, 1555876, 3010356, 3017202, 3326983",soybeancystnematode,soybeancystnematode,pest,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9464330,test,0,known,0.108656026422977,0,67
orange,9468167,"A new and distinct Guzmania hybrid named ‘ROYALE’ characterized by solid growth habit; funnel-form rosette plant, measuring about 20-25 cm in height (above the pot when flowering); numerous, green color foliage (measuring about 25 to 35 cm length and about 3 cm in width) Superior floral bract production; bracts are orange-red in color (closest to RHS33A), singular head inflorescence, measuring about 9 cm in height and about 15 cm in diameter; and long-lasting habit.",2016-10-18,Guzmania ‘ROYALE’,utility,2016,Corn Bak B.V.,14663972,14/663972,NA,NA,NA,NL] NA,5.48249] NA,52.2219] NA,Nijkerk] NA,96] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/225] A01H5/02,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Bromeliaceae-Guzmania] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Flowers",23008] 1132,149455] 18044,97u77mk03n91k3q1078t9w7pq,81363721dab58ee1d0dd474ecd7d1465,NA,NA,NA,NA,NA,NA,"A new and distinct Guzmania hybrid named ‘ROYALE’ characterized by solid growth habit; funnel-form rosette plant, measuring about 20-25 cm in height (above the pot when flowering); numerous, green color foliage (measuring about 25 to 35 cm length and about 3 cm in width) Superior floral bract production; bracts are orange-red in color (closest to RHS33A), singular head inflorescence, measuring about 9 cm in height and about 15 cm in diameter; and long-lasting habit.. Guzmania ‘ROYALE’",2020,,,,orange,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9468167,test,1,known,0.050928670912981,0,67
corn,9468170,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.",2016-10-18,Variety corn line ID6708,utility,2016,SYNGENTA PARTICIPATIONS AG,14191132,14/191132,NA,NA,NA,CH] NA,7.58783] NA,47.5581] NA,Basel] NA,1694] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing] Biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,"New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques] Microorganisms or enzymes; compositions thereof; propagating, preserving, or maintaining microorganisms; mutation or genetic engineering; culture media",A01H] C12N,NA,A01H6/4684] A01H1/02] A01H5/10] C12N15/82,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Methods or apparatus for hybridisation; Artificial pollination ; ; Fertility] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)",23008] 22479] 1132] 14990,149455] 167138] 18044] 109502,80bb87lcxdqel637yjwqb55xt,dafcbbbfc0bc022af33c490a76ead3c9,NA,NA,NA,NA,NA,NA,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.. Variety corn line ID6708",2020,,,,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9468170,train,1,known,,,67
corn,9468170,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.",2016-10-18,Variety corn line ID6708,utility,2016,SYNGENTA PARTICIPATIONS AG,14191132,14/191132,NA,NA,NA,CH] NA,7.58783] NA,47.5581] NA,Basel] NA,1694] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing] Biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,"New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques] Microorganisms or enzymes; compositions thereof; propagating, preserving, or maintaining microorganisms; mutation or genetic engineering; culture media",A01H] C12N,NA,A01H6/4684] A01H1/02] A01H5/10] C12N15/82,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Methods or apparatus for hybridisation; Artificial pollination ; ; Fertility] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)",23008] 22479] 1132] 14990,149455] 167138] 18044] 109502,80bb87lcxdqel637yjwqb55xt,dafcbbbfc0bc022af33c490a76ead3c9,NA,NA,NA,NA,NA,NA,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.. Variety corn line ID6708",2020,,,,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9468170,train,1,known,,,67
corn,9468170,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.",2016-10-18,Variety corn line ID6708,utility,2016,Syngenta Participations AG,14191132,,,,,CH,7.59025,47.5545,Basel,1625,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/4684,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]",21598,145170,80bb87lcxdqel637yjwqb55xt,dafcbbbfc0bc022af33c490a76ead3c9,,,,,,,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.. Variety corn line ID6708",2020,Syngenta,4927,867122,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9468170,train,1,known,,,67
corn,9468170,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.",2016-10-18,Variety corn line ID6708,utility,2016,Syngenta Participations AG,14191132,,,,,CH,7.59025,47.5545,Basel,1625,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/4684,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]",21598,145170,80bb87lcxdqel637yjwqb55xt,dafcbbbfc0bc022af33c490a76ead3c9,,,,,,,"The present invention provides an inbred corn line designated ID6708, methods for producing a corn plant by crossing plants of the inbred line ID6708 with plants of another corn plant. The invention further encompasses all parts of inbred corn line ID6708, including culturable cells. Additionally provided herein are methods for introducing transgenes into inbred corn line ID6708, and plants produced according to these methods.. Variety corn line ID6708",2020,Syngenta,4927,867122,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9468170,train,1,known,,,67
canola,9468177,"Provided is a canola variety designated 43E03 and seed, plants and plant parts thereof produced from a cross of inbred varieties. Methods for producing a canola variety comprise crossing canola variety 43E03 with another canola plant. Methods for producing a canola plant containing in its genetic material one or more traits introgressed into 43E03 through backcross conversion and/or transformation, and to the canola seed, plant and plant part produced thereby are described. Canola variety 43E03, the seed, the plant produced from the seed, plant parts and variants, mutants, and minor modifications of canola variety 43E03 are disclosed.",2016-10-18,Canola variety 43E03,utility,2016,"PIONEER HI-BRED INTERNATIONAL, INC.",14633181,14/633181,NA,19] NA,19153] NA,US] NA,-93.6973] NA,41.6732] NA,Johnston] NA,5594] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing] Biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,"New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques] Microorganisms or enzymes; compositions thereof; propagating, preserving, or maintaining microorganisms; mutation or genetic engineering; culture media",A01H] C12N,0] 1] 2] 3] 4] 5] 6] 7] 8] 9] 10] 11] 12] NA,A01H6/202] A01H1/02] A01H1/08] A01H5/10] C12N15/8243] C12N15/8245] C12N15/8247] C12N15/8251] C12N15/8271] C12N15/8274] C12N15/8279] C12N15/8286] C12N15/8289,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Brassicaceae, e.g. canola, broccoli or rucola-Brassica napus [canola]] Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Methods or apparatus for hybridisation; Artificial pollination ; ; Fertility] Processes for modifying genotypes ; ; Plants characterised by associated natural traits;  -Processes for producing mutations, e.g. treatment with chemicals or with radiation -Methods for producing changes in chromosome number] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with non-agronomic quality (output) traits, e.g. for industrial processing; Value added, non-agronomic traits-involving biosynthetic or metabolic pathways, i.e. metabolic engineering, e.g. nicotine, caffeine] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with non-agronomic quality (output) traits, e.g. for industrial processing; Value added, non-agronomic traits-involving biosynthetic or metabolic pathways, i.e. metabolic engineering, e.g. nicotine, caffeine-involving modified carbohydrate or sugar alcohol metabolism, e.g. starch biosynthesis] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with non-agronomic quality (output) traits, e.g. for industrial processing; Value added, non-agronomic traits-involving biosynthetic or metabolic pathways, i.e. metabolic engineering, e.g. nicotine, caffeine-involving modified lipid metabolism, e.g. seed oil composition] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with non-agronomic quality (output) traits, e.g. for industrial processing; Value added, non-agronomic traits-involving biosynthetic or metabolic pathways, i.e. metabolic engineering, e.g. nicotine, caffeine-Amino acid content, e.g. synthetic storage proteins, altering amino acid biosynthesis] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with agronomic (input) traits, e.g. crop yield-for stress resistance, e.g. heavy metal resistance] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with agronomic (input) traits, e.g. crop yield-for stress resistance, e.g. heavy metal resistance-for herbicide resistance] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with agronomic (input) traits, e.g. crop yield-for stress resistance, e.g. heavy metal resistance-for biotic stress resistance, pathogen resistance, disease resistance] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with agronomic (input) traits, e.g. crop yield-for stress resistance, e.g. heavy metal resistance-for biotic stress resistance, pathogen resistance, disease resistance-for insect resistance] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with agronomic (input) traits, e.g. crop yield-for fertility modification, e.g. apomixis-Male sterility",23008] 22479] 1132] 14990,149455] 167138] 18044] 109502,ng2xrr97h0ar7mlsy3xj7xnr0,6ef200c483a0d6b46b0f6e59e98eae0e,NA,NA,NA,NA,NA,NA,"Provided is a canola variety designated 43E03 and seed, plants and plant parts thereof produced from a cross of inbred varieties. Methods for producing a canola variety comprise crossing canola variety 43E03 with another canola plant. Methods for producing a canola plant containing in its genetic material one or more traits introgressed into 43E03 through backcross conversion and/or transformation, and to the canola seed, plant and plant part produced thereby are described. Canola variety 43E03, the seed, the plant produced from the seed, plant parts and variants, mutants, and minor modifications of canola variety 43E03 are disclosed.. Canola variety 43E03",2020,,,,canola,canola,oilseed,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9468177,train,1,known,,,67
