crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
lettuce,9119369,"The present invention relates to a Lactuca sativa seed designated 79-163 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races B1:1 to B1:28, and which has an extraordinary high number of red-colored, oakleaf-shaped leaves of substantially equal size. The present invention also relates to a Lactuca sativa plant produced by growing the 79-163 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-163 RZ.",2015-09-01,Lettuce variety 79-163 RZ,utility,2015,RIJK ZWAAN ZAADTEELT EN ZAADHANDEL B.V.,13523299,13/523299,NA,NA,NA,NL] NA,4.24713] NA,51.9752] NA,De Lier] NA,314] NA,NA] 11259476,NA] Lettuce variety 79-952 RZ,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA] 0] 1,A01H6/1472] A01H5/12,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Leaves",23008] 1132,149455] 18044,6e6eh4amow4677jb1v6iffbuc,0790ecb6c23c1e19d847dd13f26d89a5] 0f0deb87da7fa450ffee50515d40561c] 3ae1abf370d0f9217bfb24218db8db94,NA,NA,NA,NA,NA,NA,"The present invention relates to a Lactuca sativa seed designated 79-163 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races B1:1 to B1:28, and which has an extraordinary high number of red-colored, oakleaf-shaped leaves of substantially equal size. The present invention also relates to a Lactuca sativa plant produced by growing the 79-163 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-163 RZ.. Lettuce variety 79-163 RZ",2020,,,,lettuce,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119369,train,1,known,,,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,test,1,known,0.967562735080719,1,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK ZWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,13/666571,NA,NA,NA,NL] NA,4.24713] NA,51.9752] NA,De Lier] NA,314] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/1472] A01H5/12,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Leaves",23008] 1132,149455] 18044,zhrgu9ld9dlnq4q17734yfa0v,0790ecb6c23c1e19d847dd13f26d89a5] 0f0deb87da7fa450ffee50515d40561c] 3ae1abf370d0f9217bfb24218db8db94,NA,NA,NA,NA,NA,NA,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,,,,currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK ZWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,13/666571,NA,NA,NA,NL] NA,4.24713] NA,51.9752] NA,De Lier] NA,314] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/1472] A01H5/12,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Leaves",23008] 1132,149455] 18044,zhrgu9ld9dlnq4q17734yfa0v,0790ecb6c23c1e19d847dd13f26d89a5] 0f0deb87da7fa450ffee50515d40561c] 3ae1abf370d0f9217bfb24218db8db94,NA,NA,NA,NA,NA,NA,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,,,,currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK ZWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,13/666571,NA,NA,NA,NL] NA,4.24713] NA,51.9752] NA,De Lier] NA,314] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/1472] A01H5/12,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Leaves",23008] 1132,149455] 18044,zhrgu9ld9dlnq4q17734yfa0v,0790ecb6c23c1e19d847dd13f26d89a5] 0f0deb87da7fa450ffee50515d40561c] 3ae1abf370d0f9217bfb24218db8db94,NA,NA,NA,NA,NA,NA,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,,,,currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
currant,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK ZWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,13/666571,NA,NA,NA,NL] NA,4.24713] NA,51.9752] NA,De Lier] NA,314] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/1472] A01H5/12,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Leaves",23008] 1132,149455] 18044,zhrgu9ld9dlnq4q17734yfa0v,0790ecb6c23c1e19d847dd13f26d89a5] 0f0deb87da7fa450ffee50515d40561c] 3ae1abf370d0f9217bfb24218db8db94,NA,NA,NA,NA,NA,NA,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,,,,currant,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,test,1,known,0.967562735080719,1,62
lettuce,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",lettuce,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
lettuce,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",lettuce,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
lettuce,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",lettuce,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
lettuce,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,,,,,NL,4.24713,51.9752,De Lier,292,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/1472,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]",21598,145170,zhrgu9ld9dlnq4q17734yfa0v,"0790ecb6c23c1e19d847dd13f26d89a5, 0f0deb87da7fa450ffee50515d40561c, 3ae1abf370d0f9217bfb24218db8db94",,,,,,,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,RIJK KWAAN ZAADTEELT EN ZAADHANDEL B.V.,9440,"131164, 380373, 491582",lettuce,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,test,1,known,0.967562735080719,1,62
lettuce,9119370,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.",2015-09-01,"Lettuce variety 79-99 RZ, solagon",utility,2015,RIJK ZWAAN ZAADTEELT EN ZAADHANDEL B.V.,13666571,13/666571,NA,NA,NA,NL] NA,4.24713] NA,51.9752] NA,De Lier] NA,314] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA] 0] 1,A01H6/1472] A01H5/12,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Asteraceae or Compositae, e.g. safflower, sunflower, artichoke or lettuce-Lactuca sativa [lettuce]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Leaves",23008] 1132,149455] 18044,zhrgu9ld9dlnq4q17734yfa0v,0790ecb6c23c1e19d847dd13f26d89a5] 0f0deb87da7fa450ffee50515d40561c] 3ae1abf370d0f9217bfb24218db8db94,NA,NA,NA,NA,NA,NA,"The present invention relates to Lactuca sativa seed designated 79-99 RZ, which exhibits resistance to downy mildew (Bremia lactucae Regel.) races Bl:1 to Bl:28, lettuce mosaic virus (LMV) and currant-lettuce aphid (Nasonovia ribisnigri) and which has deeply red, deeply-incised, nicely-filled leaves. The present invention also relates to a Lactuca sativa plant produced by growing the 79-99 RZ seed. The invention further relates to methods for producing the lettuce cultivar, represented by lettuce variety 79-99 RZ.. Lettuce variety 79-99 RZ, solagon",2020,,,,lettuce,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/9119370,train,1,known,,,62
